0.001, 100, 0.10439167962663132, 0.011962967192070434, 0.008633595555561506
0.005, 100, 0.43225726708025014, 0.045625767171837674, 0.02981469392148005
0.01, 100, 0.6951206934840982, 0.0686236380823032, 0.03893700612129125
0.05, 100, 1.0899691831196052, 0.11243317144538585, 0.018400280080915606
0.1, 100, 1.096431687859429, 0.1250055377196923, 0.005844982938081415
0.5, 100, 1.096460811392405, 0.1294390290661913, 0.0014114925158648169
1, 100, 1.096460811392405, 0.12943907603586852, 0.0014114455461874328
5, 100, 3.5073184335407675e+70, -4.422734969730163e+86, -4.422734969730164e+86
10, 100, 1.0232442307190896e+102, -3.399340978890557e+119, -3.399340978890556e+119
3, 100, -5.653645167245134e+44, -2.814579177492432e+60, -2.81457917749243e+60
